departamento,provincia,distrito,partido,votos
ANCASH,POMABAMBA,POMABAMBA,Renovación Popular,100
ANCASH,POMABAMBA,POMABAMBA,Somos Perú,204
ANCASH,POMABAMBA,POMABAMBA,Fuerza Popular,239
ANCASH,POMABAMBA,POMABAMBA,Perú Libre,2449
ANCASH,POMABAMBA,POMABAMBA,Alianza para el Progreso,86
ANCASH,POMABAMBA,QUINUABAMBA,Acción Popular,82
ANCASH,POMABAMBA,QUINUABAMBA,Avanza Pais,9
ANCASH,POMABAMBA,QUINUABAMBA,Podemos Perú,8
ANCASH,POMABAMBA,QUINUABAMBA,Renovación Popular,3
ANCASH,POMABAMBA,QUINUABAMBA,Somos Perú,30
ANCASH,POMABAMBA,QUINUABAMBA,Fuerza Popular,88
ANCASH,POMABAMBA,QUINUABAMBA,Perú Libre,262
ANCASH,POMABAMBA,QUINUABAMBA,Alianza para el Progreso,28
ANCASH,RECUAY,CATAC,Acción Popular,238
ANCASH,RECUAY,CATAC,Avanza Pais,106
ANCASH,RECUAY,CATAC,Podemos Perú,50
ANCASH,RECUAY,CATAC,Renovación Popular,88
ANCASH,RECUAY,CATAC,Somos Perú,23
ANCASH,RECUAY,CATAC,Fuerza Popular,143
ANCASH,RECUAY,CATAC,Perú Libre,829
ANCASH,RECUAY,CATAC,Alianza para el Progreso,76
ANCASH,RECUAY,COTAPARACO,Acción Popular,29
ANCASH,RECUAY,COTAPARACO,Avanza Pais,8
ANCASH,RECUAY,COTAPARACO,Podemos Perú,5
ANCASH,RECUAY,COTAPARACO,Renovación Popular,12
ANCASH,RECUAY,COTAPARACO,Somos Perú,0
ANCASH,RECUAY,COTAPARACO,Fuerza Popular,63
ANCASH,RECUAY,COTAPARACO,Perú Libre,55
ANCASH,RECUAY,COTAPARACO,Alianza para el Progreso,8
ANCASH,RECUAY,HUAYLLAPAMPA,Acción Popular,63
ANCASH,RECUAY,HUAYLLAPAMPA,Avanza Pais,5
ANCASH,RECUAY,HUAYLLAPAMPA,Podemos Perú,5
ANCASH,RECUAY,HUAYLLAPAMPA,Renovación Popular,6
ANCASH,RECUAY,HUAYLLAPAMPA,Somos Perú,3
ANCASH,RECUAY,HUAYLLAPAMPA,Fuerza Popular,41
ANCASH,RECUAY,HUAYLLAPAMPA,Perú Libre,44
ANCASH,RECUAY,HUAYLLAPAMPA,Alianza para el Progreso,12
ANCASH,RECUAY,LLACLLIN,Acción Popular,46
ANCASH,RECUAY,LLACLLIN,Avanza Pais,15
ANCASH,RECUAY,LLACLLIN,Podemos Perú,6
ANCASH,RECUAY,LLACLLIN,Renovación Popular,13
ANCASH,RECUAY,LLACLLIN,Somos Perú,6
ANCASH,RECUAY,LLACLLIN,Fuerza Popular,37
ANCASH,RECUAY,LLACLLIN,Perú Libre,119
ANCASH,RECUAY,LLACLLIN,Alianza para el Progreso,28
ANCASH,RECUAY,MARCA,Acción Popular,56
ANCASH,RECUAY,MARCA,Avanza Pais,14
ANCASH,RECUAY,MARCA,Podemos Perú,16
ANCASH,RECUAY,MARCA,Renovación Popular,18
ANCASH,RECUAY,MARCA,Somos Perú,7
ANCASH,RECUAY,MARCA,Fuerza Popular,51
ANCASH,RECUAY,MARCA,Perú Libre,59
ANCASH,RECUAY,MARCA,Alianza para el Progreso,103
ANCASH,RECUAY,PAMPAS CHICO,Acción Popular,62
ANCASH,RECUAY,PAMPAS CHICO,Avanza Pais,11
ANCASH,RECUAY,PAMPAS CHICO,Podemos Perú,15
ANCASH,RECUAY,PAMPAS CHICO,Renovación Popular,10
ANCASH,RECUAY,PAMPAS CHICO,Somos Perú,3
ANCASH,RECUAY,PAMPAS CHICO,Fuerza Popular,78
ANCASH,RECUAY,PAMPAS CHICO,Perú Libre,112
ANCASH,RECUAY,PAMPAS CHICO,Alianza para el Progreso,9
ANCASH,RECUAY,PARARIN,Acción Popular,72
ANCASH,RECUAY,PARARIN,Avanza Pais,30
ANCASH,RECUAY,PARARIN,Podemos Perú,13
ANCASH,RECUAY,PARARIN,Renovación Popular,14
ANCASH,RECUAY,PARARIN,Somos Perú,5
ANCASH,RECUAY,PARARIN,Fuerza Popular,82
ANCASH,RECUAY,PARARIN,Perú Libre,90
ANCASH,RECUAY,PARARIN,Alianza para el Progreso,23
ANCASH,RECUAY,RECUAY,Acción Popular,260
ANCASH,RECUAY,RECUAY,Avanza Pais,136
ANCASH,RECUAY,RECUAY,Podemos Perú,61
ANCASH,RECUAY,RECUAY,Renovación Popular,125
ANCASH,RECUAY,RECUAY,Somos Perú,47
ANCASH,RECUAY,RECUAY,Fuerza Popular,273
ANCASH,RECUAY,RECUAY,Perú Libre,936
ANCASH,RECUAY,RECUAY,Alianza para el Progreso,145
ANCASH,RECUAY,TAPACOCHA,Acción Popular,24
ANCASH,RECUAY,TAPACOCHA,Avanza Pais,5
ANCASH,RECUAY,TAPACOCHA,Podemos Perú,3
ANCASH,RECUAY,TAPACOCHA,Renovación Popular,5
ANCASH,RECUAY,TAPACOCHA,Somos Perú,4
ANCASH,RECUAY,TAPACOCHA,Fuerza Popular,26
ANCASH,RECUAY,TAPACOCHA,Perú Libre,51
ANCASH,RECUAY,TAPACOCHA,Alianza para el Progreso,13
ANCASH,RECUAY,TICAPAMPA,Acción Popular,165
ANCASH,RECUAY,TICAPAMPA,Avanza Pais,60
ANCASH,RECUAY,TICAPAMPA,Podemos Perú,42
ANCASH,RECUAY,TICAPAMPA,Renovación Popular,53
ANCASH,RECUAY,TICAPAMPA,Somos Perú,18
ANCASH,RECUAY,TICAPAMPA,Fuerza Popular,110
ANCASH,RECUAY,TICAPAMPA,Perú Libre,527
ANCASH,RECUAY,TICAPAMPA,Alianza para el Progreso,42
ANCASH,SANTA,CACERES DEL PERU,Acción Popular,181
ANCASH,SANTA,CACERES DEL PERU,Avanza Pais,104
ANCASH,SANTA,CACERES DEL PERU,Podemos Perú,51
ANCASH,SANTA,CACERES DEL PERU,Renovación Popular,87
ANCASH,SANTA,CACERES DEL PERU,Somos Perú,49
ANCASH,SANTA,CACERES DEL PERU,Fuerza Popular,274
ANCASH,SANTA,CACERES DEL PERU,Perú Libre,279
ANCASH,SANTA,CACERES DEL PERU,Alianza para el Progreso,187
ANCASH,SANTA,CHIMBOTE,Acción Popular,8098
ANCASH,SANTA,CHIMBOTE,Avanza Pais,10602
ANCASH,SANTA,CHIMBOTE,Podemos Perú,8211
ANCASH,SANTA,CHIMBOTE,Renovación Popular,13825
ANCASH,SANTA,CHIMBOTE,Somos Perú,2635
ANCASH,SANTA,CHIMBOTE,Fuerza Popular,13958
ANCASH,SANTA,CHIMBOTE,Perú Libre,8551
ANCASH,SANTA,CHIMBOTE,Alianza para el Progreso,14623
ANCASH,SANTA,COISHCO,Acción Popular,451
ANCASH,SANTA,COISHCO,Avanza Pais,604
ANCASH,SANTA,COISHCO,Podemos Perú,792
ANCASH,SANTA,COISHCO,Renovación Popular,937
ANCASH,SANTA,COISHCO,Somos Perú,179
ANCASH,SANTA,COISHCO,Fuerza Popular,1149
ANCASH,SANTA,COISHCO,Perú Libre,692
ANCASH,SANTA,COISHCO,Alianza para el Progreso,1179
ANCASH,SANTA,MACATE,Acción Popular,161
ANCASH,SANTA,MACATE,Avanza Pais,23
ANCASH,SANTA,MACATE,Podemos Perú,21
ANCASH,SANTA,MACATE,Renovación Popular,42
ANCASH,SANTA,MACATE,Somos Perú,53
ANCASH,SANTA,MACATE,Fuerza Popular,366
ANCASH,SANTA,MACATE,Perú Libre,297
ANCASH,SANTA,MACATE,Alianza para el Progreso,69
ANCASH,SANTA,MORO,Acción Popular,240
ANCASH,SANTA,MORO,Avanza Pais,182
ANCASH,SANTA,MORO,Podemos Perú,109
ANCASH,SANTA,MORO,Renovación Popular,262
ANCASH,SANTA,MORO,Somos Perú,110
ANCASH,SANTA,MORO,Fuerza Popular,1201
ANCASH,SANTA,MORO,Perú Libre,466
ANCASH,SANTA,MORO,Alianza para el Progreso,321
ANCASH,SANTA,NEPEÑA,Acción Popular,520
ANCASH,SANTA,NEPEÑA,Avanza Pais,517
ANCASH,SANTA,NEPEÑA,Podemos Perú,734
ANCASH,SANTA,NEPEÑA,Renovación Popular,738
ANCASH,SANTA,NEPEÑA,Somos Perú,120
ANCASH,SANTA,NEPEÑA,Fuerza Popular,628
ANCASH,SANTA,NEPEÑA,Perú Libre,1052
ANCASH,SANTA,NEPEÑA,Alianza para el Progreso,742
ANCASH,SANTA,NUEVO CHIMBOTE,Acción Popular,4951
ANCASH,SANTA,NUEVO CHIMBOTE,Avanza Pais,7802
ANCASH,SANTA,NUEVO CHIMBOTE,Podemos Perú,5191
ANCASH,SANTA,NUEVO CHIMBOTE,Renovación Popular,10026
ANCASH,SANTA,NUEVO CHIMBOTE,Somos Perú,1482
ANCASH,SANTA,NUEVO CHIMBOTE,Fuerza Popular,7381
ANCASH,SANTA,NUEVO CHIMBOTE,Perú Libre,5937
ANCASH,SANTA,NUEVO CHIMBOTE,Alianza para el Progreso,9505
ANCASH,SANTA,SAMANCO,Acción Popular,113
ANCASH,SANTA,SAMANCO,Avanza Pais,157
ANCASH,SANTA,SAMANCO,Podemos Perú,181
ANCASH,SANTA,SAMANCO,Renovación Popular,231
ANCASH,SANTA,SAMANCO,Somos Perú,33
ANCASH,SANTA,SAMANCO,Fuerza Popular,495
ANCASH,SANTA,SAMANCO,Perú Libre,253
ANCASH,SANTA,SAMANCO,Alianza para el Progreso,321
ANCASH,SANTA,SANTA,Acción Popular,943
ANCASH,SANTA,SANTA,Avanza Pais,883
ANCASH,SANTA,SANTA,Podemos Perú,1070
ANCASH,SANTA,SANTA,Renovación Popular,1298
ANCASH,SANTA,SANTA,Somos Perú,315
ANCASH,SANTA,SANTA,Fuerza Popular,2567
ANCASH,SANTA,SANTA,Perú Libre,1715
ANCASH,SANTA,SANTA,Alianza para el Progreso,2105
ANCASH,SIHUAS,ACOBAMBA,Acción Popular,68
ANCASH,SIHUAS,ACOBAMBA,Avanza Pais,3
ANCASH,SIHUAS,ACOBAMBA,Podemos Perú,5
ANCASH,SIHUAS,ACOBAMBA,Renovación Popular,4
ANCASH,SIHUAS,ACOBAMBA,Somos Perú,10
ANCASH,SIHUAS,ACOBAMBA,Fuerza Popular,20
ANCASH,SIHUAS,ACOBAMBA,Perú Libre,239
ANCASH,SIHUAS,ACOBAMBA,Alianza para el Progreso,38
ANCASH,SIHUAS,ALFONSO UGARTE,Acción Popular,11
ANCASH,SIHUAS,ALFONSO UGARTE,Avanza Pais,3
ANCASH,SIHUAS,ALFONSO UGARTE,Podemos Perú,2
ANCASH,SIHUAS,ALFONSO UGARTE,Renovación Popular,5
ANCASH,SIHUAS,ALFONSO UGARTE,Somos Perú,4
ANCASH,SIHUAS,ALFONSO UGARTE,Fuerza Popular,7
ANCASH,SIHUAS,ALFONSO UGARTE,Perú Libre,53
ANCASH,SIHUAS,ALFONSO UGARTE,Alianza para el Progreso,3
ANCASH,SIHUAS,CASHAPAMPA,Acción Popular,86
ANCASH,SIHUAS,CASHAPAMPA,Avanza Pais,14
ANCASH,SIHUAS,CASHAPAMPA,Podemos Perú,11
ANCASH,SIHUAS,CASHAPAMPA,Renovación Popular,17
ANCASH,SIHUAS,CASHAPAMPA,Somos Perú,59
ANCASH,SIHUAS,CASHAPAMPA,Fuerza Popular,150
ANCASH,SIHUAS,CASHAPAMPA,Perú Libre,269
ANCASH,SIHUAS,CASHAPAMPA,Alianza para el Progreso,21
ANCASH,SIHUAS,CHINGALPO,Acción Popular,46
ANCASH,SIHUAS,CHINGALPO,Avanza Pais,7
ANCASH,SIHUAS,CHINGALPO,Podemos Perú,6
ANCASH,SIHUAS,CHINGALPO,Renovación Popular,4
ANCASH,SIHUAS,CHINGALPO,Somos Perú,10
ANCASH,SIHUAS,CHINGALPO,Fuerza Popular,37
ANCASH,SIHUAS,CHINGALPO,Perú Libre,119
ANCASH,SIHUAS,CHINGALPO,Alianza para el Progreso,11
ANCASH,SIHUAS,HUAYLLABAMBA,Acción Popular,94
ANCASH,SIHUAS,HUAYLLABAMBA,Avanza Pais,14
ANCASH,SIHUAS,HUAYLLABAMBA,Podemos Perú,8
ANCASH,SIHUAS,HUAYLLABAMBA,Renovación Popular,61
ANCASH,SIHUAS,HUAYLLABAMBA,Somos Perú,14
ANCASH,SIHUAS,HUAYLLABAMBA,Fuerza Popular,76
ANCASH,SIHUAS,HUAYLLABAMBA,Perú Libre,396
ANCASH,SIHUAS,HUAYLLABAMBA,Alianza para el Progreso,35
ANCASH,SIHUAS,QUICHES,Acción Popular,50
ANCASH,SIHUAS,QUICHES,Avanza Pais,10
ANCASH,SIHUAS,QUICHES,Podemos Perú,12
ANCASH,SIHUAS,QUICHES,Renovación Popular,58
ANCASH,SIHUAS,QUICHES,Somos Perú,15
ANCASH,SIHUAS,QUICHES,Fuerza Popular,68
ANCASH,SIHUAS,QUICHES,Perú Libre,325
ANCASH,SIHUAS,QUICHES,Alianza para el Progreso,17
ANCASH,SIHUAS,RAGASH,Acción Popular,65
ANCASH,SIHUAS,RAGASH,Avanza Pais,13
ANCASH,SIHUAS,RAGASH,Podemos Perú,7
ANCASH,SIHUAS,RAGASH,Renovación Popular,33
ANCASH,SIHUAS,RAGASH,Somos Perú,17
ANCASH,SIHUAS,RAGASH,Fuerza Popular,97
ANCASH,SIHUAS,RAGASH,Perú Libre,294
ANCASH,SIHUAS,RAGASH,Alianza para el Progreso,42
ANCASH,SIHUAS,SAN JUAN,Acción Popular,291
ANCASH,SIHUAS,SAN JUAN,Avanza Pais,33
ANCASH,SIHUAS,SAN JUAN,Podemos Perú,42
ANCASH,SIHUAS,SAN JUAN,Renovación Popular,26
ANCASH,SIHUAS,SAN JUAN,Somos Perú,161
ANCASH,SIHUAS,SAN JUAN,Fuerza Popular,130
ANCASH,SIHUAS,SAN JUAN,Perú Libre,914
ANCASH,SIHUAS,SAN JUAN,Alianza para el Progreso,92
ANCASH,SIHUAS,SICSIBAMBA,Acción Popular,27
ANCASH,SIHUAS,SICSIBAMBA,Avanza Pais,7
ANCASH,SIHUAS,SICSIBAMBA,Podemos Perú,6
ANCASH,SIHUAS,SICSIBAMBA,Renovación Popular,15
ANCASH,SIHUAS,SICSIBAMBA,Somos Perú,26
ANCASH,SIHUAS,SICSIBAMBA,Fuerza Popular,73
ANCASH,SIHUAS,SICSIBAMBA,Perú Libre,272
ANCASH,SIHUAS,SICSIBAMBA,Alianza para el Progreso,8
ANCASH,SIHUAS,SIHUAS,Acción Popular,124
ANCASH,SIHUAS,SIHUAS,Avanza Pais,80
ANCASH,SIHUAS,SIHUAS,Podemos Perú,22
ANCASH,SIHUAS,SIHUAS,Renovación Popular,96
ANCASH,SIHUAS,SIHUAS,Somos Perú,33
ANCASH,SIHUAS,SIHUAS,Fuerza Popular,160
ANCASH,SIHUAS,SIHUAS,Perú Libre,558
ANCASH,SIHUAS,SIHUAS,Alianza para el Progreso,130
ANCASH,YUNGAY,CASCAPARA,Acción Popular,28
ANCASH,YUNGAY,CASCAPARA,Avanza Pais,8
ANCASH,YUNGAY,CASCAPARA,Podemos Perú,9
ANCASH,YUNGAY,CASCAPARA,Renovación Popular,23
ANCASH,YUNGAY,CASCAPARA,Somos Perú,9
ANCASH,YUNGAY,CASCAPARA,Fuerza Popular,241
ANCASH,YUNGAY,CASCAPARA,Perú Libre,284
ANCASH,YUNGAY,CASCAPARA,Alianza para el Progreso,15
ANCASH,YUNGAY,MANCOS,Acción Popular,169
ANCASH,YUNGAY,MANCOS,Avanza Pais,99
ANCASH,YUNGAY,MANCOS,Podemos Perú,64
ANCASH,YUNGAY,MANCOS,Renovación Popular,120
ANCASH,YUNGAY,MANCOS,Somos Perú,36
ANCASH,YUNGAY,MANCOS,Fuerza Popular,450
ANCASH,YUNGAY,MANCOS,Perú Libre,1539
ANCASH,YUNGAY,MANCOS,Alianza para el Progreso,120
ANCASH,YUNGAY,MATACOTO,Acción Popular,52
ANCASH,YUNGAY,MATACOTO,Avanza Pais,27
ANCASH,YUNGAY,MATACOTO,Podemos Perú,13
ANCASH,YUNGAY,MATACOTO,Renovación Popular,12
ANCASH,YUNGAY,MATACOTO,Somos Perú,13
ANCASH,YUNGAY,MATACOTO,Fuerza Popular,168
ANCASH,YUNGAY,MATACOTO,Perú Libre,336
ANCASH,YUNGAY,MATACOTO,Alianza para el Progreso,40
ANCASH,YUNGAY,QUILLO,Acción Popular,315
ANCASH,YUNGAY,QUILLO,Avanza Pais,106
ANCASH,YUNGAY,QUILLO,Podemos Perú,65
ANCASH,YUNGAY,QUILLO,Renovación Popular,59
ANCASH,YUNGAY,QUILLO,Somos Perú,77
ANCASH,YUNGAY,QUILLO,Fuerza Popular,535
ANCASH,YUNGAY,QUILLO,Perú Libre,2374
ANCASH,YUNGAY,QUILLO,Alianza para el Progreso,61
ANCASH,YUNGAY,RANRAHIRCA,Acción Popular,87
ANCASH,YUNGAY,RANRAHIRCA,Avanza Pais,51
ANCASH,YUNGAY,RANRAHIRCA,Podemos Perú,23
ANCASH,YUNGAY,RANRAHIRCA,Renovación Popular,45
ANCASH,YUNGAY,RANRAHIRCA,Somos Perú,18
ANCASH,YUNGAY,RANRAHIRCA,Fuerza Popular,224
ANCASH,YUNGAY,RANRAHIRCA,Perú Libre,689
ANCASH,YUNGAY,RANRAHIRCA,Alianza para el Progreso,61
ANCASH,YUNGAY,SHUPLUY,Acción Popular,39
ANCASH,YUNGAY,SHUPLUY,Avanza Pais,25
ANCASH,YUNGAY,SHUPLUY,Podemos Perú,5
ANCASH,YUNGAY,SHUPLUY,Renovación Popular,19
ANCASH,YUNGAY,SHUPLUY,Somos Perú,12
ANCASH,YUNGAY,SHUPLUY,Fuerza Popular,161
ANCASH,YUNGAY,SHUPLUY,Perú Libre,387
ANCASH,YUNGAY,SHUPLUY,Alianza para el Progreso,39
ANCASH,YUNGAY,YANAMA,Acción Popular,158
ANCASH,YUNGAY,YANAMA,Avanza Pais,53
ANCASH,YUNGAY,YANAMA,Podemos Perú,22
ANCASH,YUNGAY,YANAMA,Renovación Popular,48
ANCASH,YUNGAY,YANAMA,Somos Perú,76
ANCASH,YUNGAY,YANAMA,Fuerza Popular,172
ANCASH,YUNGAY,YANAMA,Perú Libre,920
ANCASH,YUNGAY,YANAMA,Alianza para el Progreso,58
ANCASH,YUNGAY,YUNGAY,Acción Popular,406
ANCASH,YUNGAY,YUNGAY,Avanza Pais,335
ANCASH,YUNGAY,YUNGAY,Podemos Perú,208
ANCASH,YUNGAY,YUNGAY,Renovación Popular,320
ANCASH,YUNGAY,YUNGAY,Somos Perú,114
ANCASH,YUNGAY,YUNGAY,Fuerza Popular,1272
ANCASH,YUNGAY,YUNGAY,Perú Libre,3696
ANCASH,YUNGAY,YUNGAY,Alianza para el Progreso,473
APURIMAC,ABANCAY,ABANCAY,Acción Popular,3367
APURIMAC,ABANCAY,ABANCAY,Avanza Pais,2387
APURIMAC,ABANCAY,ABANCAY,Podemos Perú,493
APURIMAC,ABANCAY,ABANCAY,Renovación Popular,2863
APURIMAC,ABANCAY,ABANCAY,Somos Perú,209
APURIMAC,ABANCAY,ABANCAY,Fuerza Popular,1793
APURIMAC,ABANCAY,ABANCAY,Perú Libre,12761
APURIMAC,ABANCAY,ABANCAY,Alianza para el Progreso,609
APURIMAC,ABANCAY,CHACOCHE,Acción Popular,65
APURIMAC,ABANCAY,CHACOCHE,Avanza Pais,10
APURIMAC,ABANCAY,CHACOCHE,Podemos Perú,5
APURIMAC,ABANCAY,CHACOCHE,Renovación Popular,23
APURIMAC,ABANCAY,CHACOCHE,Somos Perú,2
APURIMAC,ABANCAY,CHACOCHE,Fuerza Popular,49
APURIMAC,ABANCAY,CHACOCHE,Perú Libre,291
APURIMAC,ABANCAY,CHACOCHE,Alianza para el Progreso,7
APURIMAC,ABANCAY,CIRCA,Acción Popular,129
APURIMAC,ABANCAY,CIRCA,Avanza Pais,31
APURIMAC,ABANCAY,CIRCA,Podemos Perú,14
APURIMAC,ABANCAY,CIRCA,Renovación Popular,54
APURIMAC,ABANCAY,CIRCA,Somos Perú,10
APURIMAC,ABANCAY,CIRCA,Fuerza Popular,80
APURIMAC,ABANCAY,CIRCA,Perú Libre,721
APURIMAC,ABANCAY,CIRCA,Alianza para el Progreso,8
APURIMAC,ABANCAY,CURAHUASI,Acción Popular,456
APURIMAC,ABANCAY,CURAHUASI,Avanza Pais,227
APURIMAC,ABANCAY,CURAHUASI,Podemos Perú,55
APURIMAC,ABANCAY,CURAHUASI,Renovación Popular,206
APURIMAC,ABANCAY,CURAHUASI,Somos Perú,26
APURIMAC,ABANCAY,CURAHUASI,Fuerza Popular,1039
APURIMAC,ABANCAY,CURAHUASI,Perú Libre,2889
APURIMAC,ABANCAY,CURAHUASI,Alianza para el Progreso,88
APURIMAC,ABANCAY,HUANIPACA,Acción Popular,151
APURIMAC,ABANCAY,HUANIPACA,Avanza Pais,34
APURIMAC,ABANCAY,HUANIPACA,Podemos Perú,11
APURIMAC,ABANCAY,HUANIPACA,Renovación Popular,44
APURIMAC,ABANCAY,HUANIPACA,Somos Perú,9
APURIMAC,ABANCAY,HUANIPACA,Fuerza Popular,125
APURIMAC,ABANCAY,HUANIPACA,Perú Libre,607
APURIMAC,ABANCAY,HUANIPACA,Alianza para el Progreso,16
APURIMAC,ABANCAY,LAMBRAMA,Acción Popular,114
APURIMAC,ABANCAY,LAMBRAMA,Avanza Pais,22
APURIMAC,ABANCAY,LAMBRAMA,Podemos Perú,6
APURIMAC,ABANCAY,LAMBRAMA,Renovación Popular,26
APURIMAC,ABANCAY,LAMBRAMA,Somos Perú,2
APURIMAC,ABANCAY,LAMBRAMA,Fuerza Popular,103
APURIMAC,ABANCAY,LAMBRAMA,Perú Libre,928
APURIMAC,ABANCAY,LAMBRAMA,Alianza para el Progreso,25
APURIMAC,ABANCAY,PICHIRHUA,Acción Popular,124
APURIMAC,ABANCAY,PICHIRHUA,Avanza Pais,39
APURIMAC,ABANCAY,PICHIRHUA,Podemos Perú,17
APURIMAC,ABANCAY,PICHIRHUA,Renovación Popular,60
APURIMAC,ABANCAY,PICHIRHUA,Somos Perú,5
APURIMAC,ABANCAY,PICHIRHUA,Fuerza Popular,258
APURIMAC,ABANCAY,PICHIRHUA,Perú Libre,881
APURIMAC,ABANCAY,PICHIRHUA,Alianza para el Progreso,34
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Acción Popular,162
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Avanza Pais,29
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Podemos Perú,7
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Renovación Popular,28
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Somos Perú,4
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Fuerza Popular,165
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Perú Libre,583
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Alianza para el Progreso,18
APURIMAC,ABANCAY,TAMBURCO,Acción Popular,459
APURIMAC,ABANCAY,TAMBURCO,Avanza Pais,235
APURIMAC,ABANCAY,TAMBURCO,Podemos Perú,84
APURIMAC,ABANCAY,TAMBURCO,Renovación Popular,340
APURIMAC,ABANCAY,TAMBURCO,Somos Perú,29
APURIMAC,ABANCAY,TAMBURCO,Fuerza Popular,393
APURIMAC,ABANCAY,TAMBURCO,Perú Libre,2106
APURIMAC,ABANCAY,TAMBURCO,Alianza para el Progreso,65
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Acción Popular,1704
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Avanza Pais,963
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Podemos Perú,410
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Renovación Popular,1167
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Somos Perú,93
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Fuerza Popular,896
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Perú Libre,9009
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Alianza para el Progreso,283
APURIMAC,ANDAHUAYLAS,ANDARAPA,Acción Popular,137
APURIMAC,ANDAHUAYLAS,ANDARAPA,Avanza Pais,40
APURIMAC,ANDAHUAYLAS,ANDARAPA,Podemos Perú,50
APURIMAC,ANDAHUAYLAS,ANDARAPA,Renovación Popular,63
APURIMAC,ANDAHUAYLAS,ANDARAPA,Somos Perú,49
APURIMAC,ANDAHUAYLAS,ANDARAPA,Fuerza Popular,107
APURIMAC,ANDAHUAYLAS,ANDARAPA,Perú Libre,1278
APURIMAC,ANDAHUAYLAS,ANDARAPA,Alianza para el Progreso,15
APURIMAC,ANDAHUAYLAS,CHIARA,Acción Popular,52
APURIMAC,ANDAHUAYLAS,CHIARA,Avanza Pais,9
APURIMAC,ANDAHUAYLAS,CHIARA,Podemos Perú,3
APURIMAC,ANDAHUAYLAS,CHIARA,Renovación Popular,12
APURIMAC,ANDAHUAYLAS,CHIARA,Somos Perú,2
APURIMAC,ANDAHUAYLAS,CHIARA,Fuerza Popular,30
APURIMAC,ANDAHUAYLAS,CHIARA,Perú Libre,271
APURIMAC,ANDAHUAYLAS,CHIARA,Alianza para el Progreso,4
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Acción Popular,130
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Avanza Pais,47
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Podemos Perú,11
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Renovación Popular,57
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Somos Perú,16
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Fuerza Popular,176
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Perú Libre,1253
APURIMAC,ANDAHUAYLAS,HUANCARAMA,Alianza para el Progreso,24
APURIMAC,ANDAHUAYLAS,HUANCARAY,Acción Popular,161
APURIMAC,ANDAHUAYLAS,HUANCARAY,Avanza Pais,26
APURIMAC,ANDAHUAYLAS,HUANCARAY,Podemos Perú,15
APURIMAC,ANDAHUAYLAS,HUANCARAY,Renovación Popular,27
APURIMAC,ANDAHUAYLAS,HUANCARAY,Somos Perú,7
APURIMAC,ANDAHUAYLAS,HUANCARAY,Fuerza Popular,108
APURIMAC,ANDAHUAYLAS,HUANCARAY,Perú Libre,851
APURIMAC,ANDAHUAYLAS,HUANCARAY,Alianza para el Progreso,8
APURIMAC,ANDAHUAYLAS,HUAYANA,Acción Popular,61
APURIMAC,ANDAHUAYLAS,HUAYANA,Avanza Pais,4
APURIMAC,ANDAHUAYLAS,HUAYANA,Podemos Perú,2
APURIMAC,ANDAHUAYLAS,HUAYANA,Renovación Popular,9
APURIMAC,ANDAHUAYLAS,HUAYANA,Somos Perú,1
APURIMAC,ANDAHUAYLAS,HUAYANA,Fuerza Popular,32
APURIMAC,ANDAHUAYLAS,HUAYANA,Perú Libre,98
APURIMAC,ANDAHUAYLAS,HUAYANA,Alianza para el Progreso,5
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Acción Popular,131
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Avanza Pais,22
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Podemos Perú,4
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Renovación Popular,14
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Somos Perú,3
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Fuerza Popular,51
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Perú Libre,1187
